"id";"montante";"tipo";"data_hora_transacao";"origem_fk";"destino_fk"
4005;942.82;"DOC";"2021-03-07 09:05:09";359;572
4006;238.55;"PIX";"2021-09-11 18:02:53";877;37
4007;615.54;"DOC";"2021-08-12 02:32:13";182;647
4008;898.76;"PIX";"2021-11-06 23:38:22";757;675
4009;300.71;"DOC";"2021-06-10 05:34:21";708;493
4010;25.64;"TED";"2021-03-28 06:35:02";555;174
4011;13.91;"PIX";"2021-03-26 04:38:09";35;12
4012;776.82;"PIX";"2022-01-01 22:17:28";44;864
4013;901.10;"PIX";"2021-06-19 16:21:02";345;5
4014;229.80;"TED";"2022-04-06 03:53:03";788;500
4015;507.73;"TED";"2021-04-30 23:01:16";828;297
4016;844.88;"PIX";"2021-04-03 06:43:06";339;442
4017;543.92;"TED";"2021-05-27 06:58:05";862;339
4018;757.95;"DOC";"2021-01-17 19:28:07";545;840
4019;538.34;"TED";"2022-01-09 14:17:27";542;854
4020;496.08;"DOC";"2021-03-19 16:53:22";179;432
4021;341.02;"DOC";"2021-10-05 09:53:22";363;818
4022;745.97;"TED";"2021-06-04 22:02:42";744;644
4023;250.36;"DOC";"2021-01-23 22:32:07";184;456
4024;173.33;"DOC";"2022-05-07 00:04:41";774;871
4025;707.41;"TED";"2022-02-16 06:13:47";486;594
4026;740.78;"DOC";"2021-10-10 06:56:10";560;356
4027;19.18;"PIX";"2022-04-09 18:59:45";52;69
4028;417.16;"DOC";"2021-10-27 15:34:01";523;278
4029;466.05;"PIX";"2022-02-02 15:16:00";477;495
4030;435.90;"DOC";"2021-07-26 21:47:27";118;724
4031;251.06;"DOC";"2022-01-28 06:44:32";523;41
4032;470.93;"DOC";"2021-05-06 03:43:20";474;571
4033;446.38;"TED";"2021-03-27 13:36:28";428;375
4034;880.72;"PIX";"2021-06-29 08:14:11";481;357
4035;134.97;"PIX";"2021-03-01 10:12:11";790;78
4036;535.89;"DOC";"2022-05-27 01:38:39";248;741
4037;291.50;"PIX";"2021-05-08 05:04:53";14;767
4038;323.27;"PIX";"2022-03-17 02:44:20";834;678
4039;766.80;"DOC";"2022-05-13 20:12:37";844;601
4040;527.61;"DOC";"2021-01-22 09:50:06";362;523
4041;896.53;"PIX";"2021-01-06 03:23:03";786;388
4042;492.40;"DOC";"2021-04-08 04:53:22";505;571
4043;610.17;"DOC";"2021-05-02 06:51:15";657;208
4044;405.26;"DOC";"2021-12-11 01:08:32";215;420
4045;375.75;"DOC";"2022-03-08 21:19:56";298;302
4046;429.28;"TED";"2021-03-30 19:57:56";324;796
4047;579.86;"DOC";"2021-04-28 22:19:59";328;726
4048;506.08;"DOC";"2021-05-18 00:10:25";875;607
4049;790.40;"PIX";"2022-05-26 03:20:39";210;386
4050;895.48;"DOC";"2021-05-11 22:44:12";781;597
4051;166.27;"DOC";"2021-02-11 15:18:30";248;86
4052;505.99;"PIX";"2021-06-27 15:04:58";423;864
4053;572.73;"DOC";"2021-08-01 18:46:23";614;647
4054;121.13;"TED";"2021-06-26 17:53:13";7;32
4055;715.38;"PIX";"2021-11-02 06:43:59";449;139
4056;39.33;"TED";"2022-02-24 02:07:23";722;820
4057;858.24;"PIX";"2021-04-26 00:06:06";353;267
4058;229.66;"DOC";"2021-07-01 07:22:03";617;823
4059;58.07;"DOC";"2022-05-02 06:26:23";59;882
4060;305.66;"PIX";"2022-04-29 08:31:32";641;52
4061;304.38;"TED";"2021-12-03 11:44:16";429;67
4062;307.15;"PIX";"2021-08-05 12:48:57";710;76
4063;554.93;"PIX";"2022-03-17 23:12:18";135;278
4064;349.72;"PIX";"2021-07-17 01:17:04";176;696
4065;159.22;"TED";"2022-05-20 19:59:17";231;317
4066;11.20;"TED";"2021-07-08 07:14:38";104;822
4067;738.90;"PIX";"2022-02-15 11:20:58";280;19
4068;119.62;"TED";"2021-01-25 03:33:03";499;781
4069;544.91;"TED";"2021-01-10 03:36:40";49;54
4070;749.03;"DOC";"2022-04-18 06:43:23";854;285
4071;918.96;"DOC";"2021-08-13 02:23:30";866;492
4072;652.85;"PIX";"2021-07-02 11:46:03";56;105
4073;656.25;"PIX";"2021-06-24 16:52:15";442;776
4074;943.47;"TED";"2021-11-12 17:15:06";666;747
4075;936.98;"DOC";"2021-12-12 02:22:34";725;758
4076;240.29;"PIX";"2021-03-31 09:19:03";9;255
4077;672.67;"PIX";"2022-01-01 11:21:35";550;512
4078;655.73;"PIX";"2022-05-21 02:04:18";374;840
4079;70.12;"DOC";"2022-03-27 09:48:44";49;173
4080;407.88;"DOC";"2021-07-20 21:56:19";664;813
4081;888.55;"DOC";"2021-02-02 10:21:09";485;687
4082;244.18;"PIX";"2021-02-26 20:45:37";229;421
4083;576.07;"TED";"2022-01-12 20:36:10";791;523
4084;452.95;"PIX";"2022-05-22 04:50:41";875;895
4085;617.80;"DOC";"2021-01-13 01:53:21";421;332
4086;398.83;"TED";"2021-06-04 12:32:02";185;259
4087;824.35;"DOC";"2021-06-25 14:09:25";356;283
4088;275.48;"PIX";"2021-07-04 20:49:57";753;613
4089;201.97;"PIX";"2021-11-08 20:19:26";535;287
4090;628.69;"TED";"2021-05-27 08:41:47";60;621
4091;900.99;"TED";"2021-08-17 02:56:06";218;603
4092;53.25;"DOC";"2021-11-06 12:13:58";865;158
4093;467.19;"DOC";"2022-05-25 05:31:24";79;737
4094;740.70;"PIX";"2021-06-15 04:30:15";58;665
4095;556.81;"TED";"2022-02-06 12:53:34";350;228
4096;422.03;"PIX";"2021-04-04 00:17:45";12;383
4097;302.78;"PIX";"2021-04-05 02:47:27";228;399
4098;937.65;"DOC";"2021-05-02 10:25:22";87;188
4099;6.27;"PIX";"2021-11-06 09:45:11";488;217
4100;58.05;"TED";"2021-07-19 19:13:40";411;355
4101;234.56;"DOC";"2021-09-28 13:28:33";171;263
4102;601.86;"TED";"2022-05-19 03:29:10";360;809
4103;61.10;"TED";"2021-07-12 17:13:13";626;699
4104;545.31;"PIX";"2021-05-11 03:25:57";263;758
4105;298.93;"DOC";"2021-07-14 22:25:16";586;632
4106;54.82;"PIX";"2022-05-24 23:16:33";155;284
4107;717.60;"TED";"2021-04-15 10:54:54";436;835
4108;238.99;"DOC";"2022-04-08 09:43:33";2;21
4109;597.26;"DOC";"2022-03-23 12:08:05";754;444
4110;608.52;"TED";"2022-02-01 15:40:26";113;302
4111;1.41;"DOC";"2022-05-07 01:21:36";573;604
4112;135.42;"PIX";"2022-02-11 10:39:19";171;239
4113;488.62;"DOC";"2021-01-28 10:19:24";232;538
4114;62.21;"DOC";"2021-04-02 09:49:03";203;298
4115;58.67;"DOC";"2022-04-08 10:00:21";876;30
4116;216.86;"PIX";"2022-05-04 01:10:26";183;428
4117;375.50;"TED";"2022-02-19 23:54:46";573;485
4118;401.54;"DOC";"2021-09-08 03:27:33";880;690
4119;232.37;"TED";"2022-05-01 22:04:55";656;213
4120;593.95;"TED";"2022-02-09 06:05:33";636;397
4121;478.66;"PIX";"2022-01-17 16:44:22";149;824
4122;455.61;"TED";"2022-02-03 01:45:40";489;531
4123;630.22;"DOC";"2021-03-17 12:55:08";701;169
4124;570.15;"PIX";"2021-09-28 09:43:09";639;373
4125;194.57;"DOC";"2022-03-16 06:05:09";272;423
4126;598.68;"TED";"2021-11-24 18:36:46";33;83
4127;643.76;"TED";"2022-04-03 06:33:45";634;368
4128;843.41;"PIX";"2021-02-13 19:48:11";133;727
4129;41.47;"PIX";"2021-02-21 20:29:05";15;532
4130;623.64;"DOC";"2021-08-28 04:32:38";349;487
4131;255.41;"PIX";"2021-02-11 05:54:03";266;603
4132;871.59;"TED";"2022-04-01 07:05:10";414;72
4133;695.08;"TED";"2022-03-30 02:21:03";840;544
4134;383.60;"TED";"2021-05-28 00:38:56";381;584
4135;906.09;"DOC";"2022-03-18 18:58:16";211;643
4136;330.20;"TED";"2022-03-16 07:10:57";216;169
4137;874.66;"TED";"2021-01-09 11:13:21";217;58
4138;285.31;"DOC";"2022-01-08 20:37:53";728;74
4139;226.72;"DOC";"2021-02-22 23:58:57";770;372
4140;894.80;"PIX";"2021-10-06 07:42:36";107;400
4141;802.98;"TED";"2021-06-10 01:40:55";235;306
4142;437.39;"DOC";"2021-04-29 03:37:46";24;271
4143;374.83;"PIX";"2021-06-23 13:39:37";112;39
4144;805.26;"TED";"2022-04-16 17:13:31";274;897
4145;275.83;"PIX";"2021-05-24 23:58:25";266;718
4146;328.52;"DOC";"2022-05-25 13:51:55";150;440
4147;459.84;"PIX";"2021-12-24 13:37:08";250;83
4148;602.29;"TED";"2021-07-06 12:12:46";760;749
4149;514.35;"DOC";"2021-11-21 11:35:17";31;811
4150;202.45;"TED";"2022-04-15 09:24:39";797;163
4151;187.70;"PIX";"2021-08-20 16:18:55";548;532
4152;379.34;"DOC";"2021-03-20 18:52:27";473;88
4153;99.72;"PIX";"2021-04-29 14:04:58";143;189
4154;47.57;"DOC";"2021-10-28 01:05:36";442;88
4155;60.15;"DOC";"2022-03-22 18:32:48";826;458
4156;710.90;"PIX";"2022-05-22 11:11:59";638;271
4157;603.57;"DOC";"2021-01-18 03:26:07";742;382
4158;500.27;"DOC";"2021-08-06 16:34:07";426;117
4159;593.22;"DOC";"2022-04-27 11:24:34";418;753
4160;250.46;"DOC";"2021-09-04 17:55:30";435;714
4161;461.47;"TED";"2021-07-26 11:45:30";382;252
4162;48.55;"DOC";"2021-01-03 22:10:23";151;511
4163;123.78;"DOC";"2021-03-22 03:54:51";667;87
4164;403.76;"DOC";"2021-01-22 10:26:21";301;470
4165;880.84;"PIX";"2022-03-26 11:00:29";500;657
4166;505.24;"PIX";"2021-09-02 03:14:16";322;300
4167;412.38;"PIX";"2021-11-14 18:17:33";635;126
4168;711.74;"TED";"2021-05-07 19:18:33";858;75
4169;667.19;"DOC";"2022-05-14 05:55:34";177;793
4170;854.24;"TED";"2021-07-19 12:19:17";637;617
4171;366.85;"DOC";"2021-07-04 12:37:35";287;520
4172;876.17;"TED";"2022-05-04 02:42:52";787;679
4173;649.25;"PIX";"2021-06-13 18:54:21";577;812
4174;779.50;"DOC";"2021-10-02 08:13:24";229;808
4175;139.43;"TED";"2021-12-03 04:10:21";394;363
4176;548.01;"DOC";"2021-01-11 16:05:45";148;589
4177;176.74;"DOC";"2022-03-14 21:22:41";777;17
4178;163.83;"PIX";"2021-09-02 00:36:41";719;753
4179;647.66;"DOC";"2021-03-09 13:18:32";253;183
4180;214.89;"DOC";"2022-05-31 16:18:21";757;162
4181;536.51;"TED";"2022-04-06 05:12:27";586;591
4182;280.54;"PIX";"2021-06-20 05:55:58";574;307
4183;241.07;"PIX";"2021-11-13 20:52:23";447;457
4184;280.44;"PIX";"2021-02-01 15:54:36";136;304
4185;678.44;"TED";"2021-08-12 15:14:02";175;816
4186;610.46;"PIX";"2021-03-03 10:32:46";892;153
4187;320.56;"PIX";"2021-06-14 18:56:48";709;780
4188;487.07;"PIX";"2021-04-06 16:42:22";504;794
4189;712.66;"TED";"2021-06-26 13:34:41";192;272
4190;417.34;"PIX";"2021-07-15 15:49:51";818;223
4191;76.08;"PIX";"2021-08-28 17:19:39";307;871
4192;545.06;"DOC";"2021-08-29 04:54:52";378;634
4193;886.08;"PIX";"2021-12-07 02:15:44";585;465
4194;365.45;"PIX";"2022-05-12 17:12:03";157;702
4195;915.69;"TED";"2021-05-25 06:32:30";172;390
4196;222.49;"DOC";"2021-05-18 16:42:19";24;88
4197;890.57;"TED";"2021-05-10 10:31:24";239;44
4198;831.90;"PIX";"2022-01-09 05:15:03";374;754
4199;383.23;"PIX";"2021-08-31 15:55:09";57;263
4200;840.98;"TED";"2021-02-23 03:07:08";514;10
4201;193.81;"PIX";"2021-06-22 13:15:28";29;551
4202;808.45;"TED";"2021-04-17 05:57:06";639;178
4203;182.33;"PIX";"2022-01-13 19:57:27";737;422
4204;951.25;"TED";"2021-12-12 13:03:14";259;81
4205;930.34;"TED";"2022-02-20 01:30:03";468;467
4206;365.92;"DOC";"2021-10-02 00:58:01";465;235
4207;882.43;"TED";"2021-02-03 14:48:37";642;301
4208;390.89;"DOC";"2021-02-03 05:41:34";744;359
4209;463.99;"TED";"2021-02-28 09:45:47";587;725
4210;268.87;"DOC";"2021-12-22 04:02:21";231;572
4211;78.97;"DOC";"2021-04-25 02:54:21";236;317
4212;843.94;"PIX";"2021-01-03 04:14:48";114;185
4213;787.44;"DOC";"2022-05-15 20:00:20";327;780
4214;237.53;"PIX";"2022-05-20 12:03:57";759;742
4215;773.27;"DOC";"2022-03-12 04:50:55";738;450
4216;25.85;"TED";"2021-12-13 06:00:01";750;113
4217;739.24;"DOC";"2021-11-30 08:55:46";791;144
4218;533.60;"PIX";"2021-05-23 20:24:50";247;267
4219;607.25;"TED";"2022-05-21 03:03:40";121;370
4220;213.50;"PIX";"2021-05-05 13:07:55";24;859
4221;941.76;"TED";"2021-03-21 15:20:02";693;311
4222;295.65;"TED";"2021-03-25 21:17:11";117;480
4223;640.35;"PIX";"2022-05-11 07:25:33";443;619
4224;841.52;"TED";"2022-01-19 18:19:19";774;891
4225;229.42;"TED";"2021-12-02 08:43:20";3;480
4226;514.28;"DOC";"2021-10-08 22:25:09";521;872
4227;712.23;"TED";"2021-04-25 23:59:02";196;231
4228;296.12;"PIX";"2022-02-17 21:15:50";420;18
4229;272.81;"PIX";"2021-04-27 15:54:41";442;878
4230;104.13;"PIX";"2022-05-01 05:25:02";501;623
4231;639.99;"DOC";"2021-07-03 02:04:49";248;423
4232;731.99;"TED";"2022-02-13 08:05:55";823;304
4233;530.64;"PIX";"2021-12-06 07:16:32";122;525
4234;90.10;"TED";"2021-02-02 19:36:15";749;592
4235;655.37;"DOC";"2021-02-26 19:23:35";559;571
4236;740.85;"PIX";"2021-10-27 13:57:54";865;236
4237;631.01;"DOC";"2021-10-01 15:50:10";96;771
4238;568.44;"TED";"2021-08-06 18:15:38";407;392
4239;33.27;"TED";"2021-02-01 07:35:00";202;513
4240;698.33;"TED";"2021-09-11 23:37:21";390;896
4241;355.06;"TED";"2021-02-21 20:34:54";492;149
4242;182.71;"TED";"2022-05-22 20:47:16";493;61
4243;457.03;"DOC";"2021-09-27 01:21:53";262;144
4244;369.24;"PIX";"2022-04-27 18:57:14";571;48
4245;917.17;"DOC";"2022-01-04 07:19:34";550;48
4246;685.52;"TED";"2021-05-27 00:23:40";181;733
4247;398.99;"PIX";"2022-03-21 13:58:16";77;871
4248;388.68;"PIX";"2021-11-30 19:20:03";346;739
4249;794.15;"DOC";"2021-04-27 00:28:33";856;258
4250;862.83;"PIX";"2021-03-06 03:53:40";620;113
4251;550.81;"DOC";"2021-04-15 01:47:00";360;235
4252;104.47;"DOC";"2021-12-29 15:46:59";702;165
4253;798.43;"DOC";"2021-07-16 06:09:03";576;25
4254;330.77;"TED";"2021-12-18 07:03:54";360;853
4255;356.16;"DOC";"2021-10-28 15:15:12";856;341
4256;157.90;"DOC";"2022-04-07 08:08:37";269;260
4257;682.74;"TED";"2021-07-23 13:03:19";510;42
4258;555.56;"PIX";"2021-09-14 11:48:53";866;653
4259;680.72;"DOC";"2022-01-05 22:59:15";572;584
4260;434.80;"TED";"2022-04-15 03:00:24";515;309
4261;373.56;"TED";"2022-02-10 17:05:42";725;691
4262;544.43;"DOC";"2022-04-24 04:30:09";158;207
4263;814.76;"PIX";"2021-12-02 19:37:56";588;190
4264;177.05;"PIX";"2022-05-11 22:10:57";591;445
4265;392.88;"PIX";"2021-12-13 08:40:26";124;358
4266;297.66;"PIX";"2021-02-16 08:11:28";875;101
4267;312.08;"DOC";"2022-02-02 15:15:10";724;416
4268;545.60;"TED";"2021-12-28 07:10:43";135;89
4269;419.68;"TED";"2021-03-01 10:24:01";116;131
4270;917.57;"PIX";"2021-08-07 22:34:44";240;850
4271;835.06;"TED";"2021-03-14 04:59:22";365;164
4272;712.22;"PIX";"2021-09-30 02:39:35";384;457
4273;713.19;"PIX";"2021-12-15 22:49:52";857;486
4274;728.35;"PIX";"2021-01-10 10:49:49";701;606
4275;92.32;"TED";"2021-11-29 09:52:15";171;665
4276;842.21;"DOC";"2022-05-03 08:28:06";870;279
4277;117.07;"TED";"2021-01-24 05:13:22";753;660
4278;738.82;"TED";"2021-11-15 11:31:21";272;730
4279;434.05;"DOC";"2021-04-29 20:06:28";776;875
4280;231.39;"TED";"2021-11-18 20:49:53";636;456
4281;353.59;"PIX";"2021-05-21 13:10:23";635;288
4282;331.07;"DOC";"2022-05-22 06:10:09";608;584
4283;185.74;"DOC";"2022-01-25 19:31:22";221;493
4284;317.84;"PIX";"2022-01-20 15:27:18";670;174
4285;820.13;"TED";"2021-03-17 21:48:14";661;697
4286;370.45;"DOC";"2022-01-04 19:24:01";72;377
4287;704.01;"DOC";"2022-02-13 04:42:24";438;625
4288;624.45;"PIX";"2022-05-12 10:28:14";860;679
4289;249.23;"TED";"2021-12-20 17:28:23";292;342
4290;261.52;"PIX";"2021-02-23 01:03:20";526;352
4291;775.11;"DOC";"2022-01-09 16:36:55";572;468
4292;848.20;"PIX";"2021-02-25 02:47:51";14;373
4293;770.34;"TED";"2021-05-30 11:00:57";270;385
4294;511.29;"DOC";"2021-02-23 20:23:43";145;331
4295;682.99;"TED";"2021-06-08 01:20:09";610;139
4296;147.19;"TED";"2021-12-02 06:29:06";160;366
4297;274.20;"DOC";"2021-11-29 06:53:20";30;781
4298;560.29;"TED";"2021-11-02 19:42:03";494;38
4299;741.02;"TED";"2021-03-15 16:45:44";538;89
4300;832.99;"TED";"2021-05-04 21:48:38";221;174
4301;40.64;"PIX";"2021-11-10 09:44:06";750;29
4302;8.93;"DOC";"2021-11-07 16:42:03";888;79
4303;147.61;"PIX";"2022-01-09 12:36:52";205;638
4304;85.69;"DOC";"2021-08-03 12:32:54";177;366
4305;592.72;"TED";"2021-09-14 03:43:36";710;741
4306;783.76;"TED";"2021-01-09 01:34:00";518;409
4307;150.74;"TED";"2021-07-20 01:58:38";595;484
4308;72.57;"PIX";"2021-12-18 16:45:39";334;572
4309;643.48;"TED";"2022-01-21 22:34:35";725;617
4310;853.47;"PIX";"2021-05-18 22:16:27";839;334
4311;915.96;"TED";"2021-08-27 22:38:30";420;412
4312;359.96;"PIX";"2021-02-10 14:23:38";675;405
4313;101.82;"PIX";"2022-01-30 03:35:15";603;255
4314;174.14;"DOC";"2022-02-09 13:52:50";614;555
4315;828.07;"TED";"2022-02-24 11:55:43";197;274
4316;4.77;"TED";"2022-04-26 10:53:33";668;64
4317;459.34;"DOC";"2022-03-24 17:44:20";814;538
4318;576.69;"DOC";"2021-07-08 07:37:33";873;441
4319;415.27;"TED";"2022-05-06 08:09:32";500;307
4320;279.04;"DOC";"2021-12-20 19:55:03";280;717
4321;555.96;"TED";"2021-07-02 13:17:36";61;121
4322;724.09;"TED";"2022-02-09 08:47:41";42;185
4323;278.22;"PIX";"2021-12-28 07:22:09";20;381
4324;0.93;"TED";"2021-10-21 22:27:48";657;594
4325;573.76;"TED";"2022-05-30 14:26:25";387;609
4326;864.40;"TED";"2021-11-28 08:56:03";619;649
4327;116.24;"DOC";"2022-04-25 23:01:53";260;392
4328;447.38;"PIX";"2022-04-04 15:02:30";188;342
4329;307.58;"TED";"2022-04-23 14:20:09";134;186
4330;445.07;"DOC";"2021-01-15 00:11:20";604;422
4331;13.56;"PIX";"2021-03-10 18:26:13";44;650
4332;808.74;"DOC";"2021-04-18 02:09:04";130;26
4333;627.34;"TED";"2022-04-17 03:53:41";403;883
4334;55.36;"TED";"2021-06-12 10:30:25";155;771
4335;700.08;"TED";"2021-05-05 19:20:43";409;620
4336;368.85;"PIX";"2022-01-21 17:32:52";288;291
4337;943.71;"DOC";"2021-11-10 22:20:37";277;621
4338;114.20;"DOC";"2021-09-07 08:44:26";628;368
4339;463.48;"TED";"2022-02-23 13:51:26";102;478
4340;238.09;"PIX";"2021-07-31 06:06:41";836;12
4341;369.25;"TED";"2021-08-14 09:27:45";397;483
4342;391.00;"TED";"2021-06-12 13:22:10";511;142
4343;505.24;"PIX";"2021-04-27 16:31:15";61;307
4344;795.98;"PIX";"2021-10-22 17:25:48";458;98
4345;40.67;"PIX";"2022-04-13 03:35:13";333;667
4346;459.37;"PIX";"2021-11-20 03:18:28";107;211
4347;366.07;"DOC";"2021-06-02 02:20:12";265;728
4348;743.04;"TED";"2021-07-07 11:59:02";551;449
4349;856.82;"TED";"2021-08-22 03:58:28";398;809
4350;60.29;"PIX";"2021-03-02 15:55:25";137;292
4351;908.28;"PIX";"2022-02-15 00:28:27";741;303
4352;176.77;"PIX";"2022-05-10 21:23:35";176;425
4353;835.24;"TED";"2021-12-12 04:25:51";436;496
4354;827.08;"PIX";"2021-02-07 19:49:52";128;324
4355;229.76;"PIX";"2021-12-03 13:47:11";179;730
4356;864.22;"TED";"2021-08-28 09:10:06";458;451
4357;841.74;"TED";"2021-12-30 21:52:11";547;547
4358;697.69;"PIX";"2022-03-25 16:37:15";798;474
4359;616.82;"TED";"2022-03-07 06:47:11";180;755
4360;551.78;"TED";"2021-12-12 22:21:48";745;813
4361;58.87;"TED";"2021-06-06 20:15:18";817;216
4362;508.74;"TED";"2022-05-28 09:21:19";741;442
4363;408.10;"DOC";"2022-02-07 19:01:56";73;25
4364;515.09;"TED";"2021-01-24 07:04:55";482;711
4365;249.45;"DOC";"2021-05-31 17:53:12";119;222
4366;642.94;"TED";"2021-03-25 05:54:17";555;411
4367;315.44;"PIX";"2021-12-06 17:42:41";47;424
4368;524.81;"TED";"2022-04-13 02:39:22";88;608
4369;686.01;"PIX";"2021-11-29 10:41:40";247;500
4370;462.03;"TED";"2021-07-31 22:44:53";731;181
4371;929.99;"PIX";"2021-06-04 10:13:55";215;392
4372;490.93;"DOC";"2021-05-11 23:45:12";109;247
4373;23.12;"TED";"2021-01-05 01:23:14";779;650
4374;80.90;"DOC";"2022-01-31 16:10:55";622;768
4375;98.28;"DOC";"2022-05-09 10:23:46";679;620
4376;447.73;"PIX";"2021-06-03 10:09:09";299;639
4377;708.64;"TED";"2021-11-15 10:12:11";695;732
4378;315.36;"DOC";"2022-02-12 21:12:58";233;865
4379;848.17;"PIX";"2022-02-12 02:15:13";90;458
4380;113.29;"TED";"2022-04-15 16:11:30";250;171
4381;789.84;"PIX";"2021-10-28 08:30:10";430;65
4382;512.38;"PIX";"2021-04-21 03:10:53";321;390
4383;257.39;"PIX";"2021-01-19 13:10:29";884;375
4384;15.09;"DOC";"2022-05-31 11:53:59";790;297
4385;623.15;"TED";"2021-12-13 21:45:04";662;563
4386;32.51;"PIX";"2021-03-25 19:27:09";219;442
4387;572.23;"PIX";"2022-01-12 14:19:39";85;469
4388;628.86;"PIX";"2022-02-19 05:39:40";688;686
4389;546.67;"DOC";"2021-11-07 20:11:03";595;629
4390;720.11;"DOC";"2022-02-28 13:28:46";431;894
4391;479.47;"DOC";"2021-02-12 06:41:37";617;773
4392;830.33;"TED";"2021-11-15 19:04:06";321;837
4393;663.08;"DOC";"2022-01-05 18:30:54";604;8
4394;912.89;"DOC";"2021-11-16 19:30:54";408;428
4395;926.39;"TED";"2022-03-17 10:11:44";150;263
4396;111.57;"PIX";"2022-03-16 20:56:18";772;615
4397;63.09;"PIX";"2021-09-13 06:37:26";820;149
4398;577.86;"DOC";"2021-01-11 00:42:52";403;863
4399;416.85;"DOC";"2022-03-13 20:43:23";126;192
4400;57.17;"TED";"2021-01-08 11:23:55";638;742
4401;239.43;"TED";"2022-04-08 22:51:15";178;830
4402;386.35;"DOC";"2022-05-03 08:39:41";68;419
4403;290.88;"DOC";"2021-06-06 00:38:34";743;520
4404;274.39;"PIX";"2021-02-24 05:16:36";826;505
4405;817.71;"DOC";"2021-02-25 21:24:44";555;435
4406;513.01;"DOC";"2021-06-24 00:56:13";436;202
4407;515.22;"TED";"2021-07-18 17:03:26";4;359
4408;400.47;"TED";"2021-05-01 13:00:47";438;795
4409;196.73;"DOC";"2021-10-14 21:42:29";97;27
4410;460.00;"DOC";"2022-01-29 18:19:36";443;446
4411;679.31;"PIX";"2021-08-19 17:30:02";562;765
4412;884.15;"DOC";"2022-03-07 23:47:57";115;711
4413;34.35;"PIX";"2021-12-03 20:05:29";272;184
4414;278.33;"PIX";"2021-02-11 02:50:03";883;879
4415;775.04;"DOC";"2021-10-03 21:18:38";63;345
4416;848.22;"TED";"2021-02-23 07:41:49";523;180
4417;518.34;"DOC";"2021-11-14 07:47:51";496;536
4418;811.64;"PIX";"2021-02-22 17:04:09";830;471
4419;649.88;"DOC";"2021-07-16 11:18:28";731;205
4420;203.41;"DOC";"2021-05-19 10:00:41";540;52
4421;675.97;"DOC";"2021-11-21 17:00:55";463;692
4422;758.66;"PIX";"2021-12-09 12:31:57";330;142
4423;706.08;"TED";"2021-06-09 23:09:52";469;877
4424;594.36;"TED";"2021-09-16 18:43:45";40;895
4425;92.39;"DOC";"2021-03-09 13:14:31";706;411
4426;606.26;"PIX";"2022-03-24 12:52:15";561;195
4427;530.22;"PIX";"2022-03-30 20:10:08";900;501
4428;727.11;"PIX";"2022-05-11 23:01:36";707;820
4429;40.24;"TED";"2022-01-30 15:15:13";350;357
4430;212.54;"TED";"2021-11-05 06:22:06";337;573
4431;366.99;"TED";"2022-01-27 16:15:03";136;828
4432;712.58;"DOC";"2021-05-15 09:04:08";29;671
4433;743.74;"DOC";"2022-01-21 02:08:15";734;376
4434;368.57;"TED";"2022-02-23 22:08:22";584;415
4435;724.65;"PIX";"2021-11-12 13:54:19";300;97
4436;283.07;"DOC";"2021-05-21 19:05:15";735;895
4437;344.97;"PIX";"2022-01-11 11:45:16";228;371
4438;380.48;"DOC";"2022-02-25 02:36:58";350;307
4439;440.52;"TED";"2022-03-25 15:12:29";729;549
4440;497.47;"DOC";"2022-05-22 20:41:39";865;616
4441;28.48;"TED";"2021-01-16 04:27:13";719;669
4442;439.23;"TED";"2021-05-27 21:36:04";611;558
4443;397.33;"TED";"2021-11-03 21:59:51";843;759
4444;25.47;"DOC";"2021-03-06 23:01:47";314;99
4445;538.49;"DOC";"2022-01-12 17:46:05";618;897
4446;670.37;"DOC";"2022-02-09 10:56:45";211;104
4447;398.96;"TED";"2021-01-01 12:54:27";462;582
4448;676.57;"DOC";"2021-08-12 12:57:54";872;58
4449;250.66;"DOC";"2021-05-01 22:56:57";520;679
4450;431.02;"TED";"2021-03-04 02:27:27";411;63
4451;718.24;"TED";"2021-09-11 23:18:50";217;886
4452;72.19;"PIX";"2021-05-10 02:29:27";835;212
4453;313.12;"PIX";"2021-10-25 08:02:47";868;643
4454;136.31;"PIX";"2021-05-02 21:21:34";498;381
4455;184.62;"TED";"2021-01-28 22:08:25";580;361
4456;118.24;"TED";"2022-01-30 12:40:20";186;531
4457;823.83;"PIX";"2021-02-09 10:30:53";48;261
4458;831.32;"PIX";"2021-05-19 19:21:00";782;387
4459;125.27;"DOC";"2021-06-10 11:15:37";238;183
4460;262.43;"DOC";"2021-08-12 21:56:46";281;10
4461;950.49;"PIX";"2021-12-24 17:17:52";857;734
4462;538.18;"TED";"2021-08-24 11:34:09";74;768
4463;227.21;"TED";"2021-07-14 22:52:10";421;151
4464;457.00;"TED";"2022-02-04 22:47:47";687;435
4465;760.66;"TED";"2021-12-04 10:58:53";236;65
4466;815.90;"PIX";"2021-11-08 13:57:28";209;611
4467;441.54;"TED";"2021-06-22 11:01:25";69;890
4468;729.93;"DOC";"2022-01-26 17:25:32";644;685
4469;151.36;"DOC";"2022-03-11 21:27:33";103;579
4470;271.38;"PIX";"2021-08-29 19:15:36";583;829
4471;850.75;"DOC";"2021-06-13 11:07:11";897;158
4472;776.62;"TED";"2022-05-20 01:32:58";264;650
4473;529.88;"TED";"2021-05-25 00:42:29";780;815
4474;500.41;"TED";"2021-01-26 04:22:15";522;159
